caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
657 71  2,2,28,Catholic,Gracias a Dios,Poorest,-132635,0,,,,,,,
657 81  2,6,36,Catholic,Gracias a Dios,Poorer,-71442,0,,,,,,,
657 91  3,8,28,Catholic,Gracias a Dios,Poorest,-99376,0,,,,,,,
657 91 11,9,25,Catholic,Gracias a Dios,Poorest,-99376,0,,,,,,,
657101  1,6,40,Evangelical / Protestant,Gracias a Dios,Poorest,-113196,0,,,,,,,
657141  1,0,49,Catholic,Gracias a Dios,Poorer,-73058,0,,,,,,,
657151  2,4,28,Evangelical / Protestant,Gracias a Dios,Poorer,-86060,0,,,,,,,
657171  2,2,41,Catholic,Gracias a Dios,Poorer,-85690,0,,,,,,,
657191  8,11,32,Evangelical / Protestant,Gracias a Dios,Poorer,-74084,0,,,,,,,
657201  5,6,30,Catholic,Gracias a Dios,Poorest,-146154,0,,,,,,,
658 11  2,5,33,Catholic,Gracias a Dios,Poorest,-126062,0,,,,,,,
658 31  4,6,33,Catholic,Gracias a Dios,Poorest,-129687,0,,,,,,,
658 42  2,6,21,Catholic,Gracias a Dios,Poorest,-113047,0,,,,,,,
658 51  2,4,33,Catholic,Gracias a Dios,Poorest,-144701,0,,,,,,,
658 61  2,0,35,Catholic,Gracias a Dios,Poorest,-109607,0,,,,,,,
658 71  2,0,22,Evangelical / Protestant,Gracias a Dios,Poorest,-134621,0,,,,,,,
658 81  2,6,45,Catholic,Gracias a Dios,Poorer,-90502,0,,,,,,,
658101  2,6,45,Catholic,Gracias a Dios,Poorer,-65684,0,,,,,,,
658102  2,2,35,Catholic,Gracias a Dios,Poorest,-127840,0,,,,,,,
658111  2,6,44,Catholic,Gracias a Dios,Poorest,-107846,0,,,,,,,
658111  7,7,21,Catholic,Gracias a Dios,Poorest,-107846,0,,,,,,,
658121  1,1,38,Catholic,Gracias a Dios,Poorest,-124676,0,,,,,,,
658121  7,8,22,Catholic,Gracias a Dios,Poorest,-124676,0,,,,,,,
658121  9,9,20,Catholic,Gracias a Dios,Poorest,-124676,0,,,,,,,
658131  2,11,34,Catholic,Gracias a Dios,Poorest,-104398,0,,,,,,,
658141  2,0,25,Catholic,Gracias a Dios,Poorest,-120593,0,,,,,,,
658151  2,0,42,Catholic,Gracias a Dios,Poorest,-113872,0,,,,,,,
658161  2,1,34,Catholic,Gracias a Dios,Poorest,-101696,0,,,,,,,
658171  2,0,40,Catholic,Gracias a Dios,Poorer,-74918,0,,,,,,,
658171 10,6,18,No religion,Gracias a Dios,Poorer,-74918,0,,,,,,,
658191  2,7,30,Catholic,Gracias a Dios,Poorest,-132690,0,,,,,,,
658201  4,6,25,Catholic,Gracias a Dios,Poorest,-91744,0,,,,,,,
658201  7,16,25,Catholic,Gracias a Dios,Poorest,-91744,0,,,,,,,
659 31  1,8,36,Catholic,Intibuca,Richest,120313,1,,,,,,,
659 51  4,5,25,Catholic,Intibuca,Richest,177310,1,,,,,,,
659 71  2,16,48,Evangelical / Protestant,Intibuca,Richest,167253,1,,,,,,,
659111  1,12,49,Evangelical / Protestant,Intibuca,Richest,140415,1,,,,,,,
659121  1,7,31,Catholic,Intibuca,Richer,70093,1,,,,,,,
659121  4,6,38,Catholic,Intibuca,Richer,70093,1,,,,,,,
659151  2,14,29,Catholic,Intibuca,Richest,129683,1,,,,,,,
659191  1,14,40,Catholic,Intibuca,Richer,59808,1,,,,,,,
660 11  2,11,26,Catholic,Intibuca,Richer,86416,1,,,,,,,
660 11  3,9,32,Evangelical / Protestant,Intibuca,Richer,86416,1,,,,,,,
660 41  2,17,29,Catholic,Intibuca,Richest,124489,1,,,,,,,
660 71  1,6,46,Catholic,Intibuca,Richest,123261,1,,,,,,,
660 71  2,12,22,Catholic,Intibuca,Richest,123261,1,,,,,,,
660 81  2,7,17,Catholic,Intibuca,Richer,115837,1,,,,,,,
660101  1,15,49,Catholic,Intibuca,Richest,211512,1,,,,,,,
660101  2,11,18,Catholic,Intibuca,Richest,211512,1,,,,,,,
660121  2,5,28,Catholic,Intibuca,Richest,147082,1,,,,,,,
660121  5,6,33,Catholic,Intibuca,Richest,147082,1,,,,,,,
660141  2,11,24,Evangelical / Protestant,Intibuca,Richest,149045,1,,,,,,,
660161  2,12,33,Catholic,Intibuca,Richer,117189,1,,,,,,,
660171  2,12,46,Evangelical / Protestant,Intibuca,Richer,112260,1,,,,,,,
661 11  2,12,21,Catholic,Intibuca,Middle,18407,1,,,,,,,
661 21  2,4,37,Catholic,Intibuca,Poorer,-64705,1,,,,,,,
661 31  2,0,33,Catholic,Intibuca,Poorer,-84383,1,,,,,,,
661 41  5,5,28,Catholic,Intibuca,Richest,120469,1,,,,,,,
661 51  5,4,32,Evangelical / Protestant,Intibuca,Richer,95728,1,,,,,,,
661 61  2,9,48,Catholic,Intibuca,Richer,90705,1,,,,,,,
661 71  1,17,29,Evangelical / Protestant,Intibuca,Richest,120186,1,,,,,,,
661111  5,11,21,Catholic,Intibuca,Richest,131507,1,,,,,,,
661151  1,6,32,Catholic,Intibuca,Middle,42619,1,,,,,,,
661161  1,4,29,Catholic,Intibuca,Poorer,-35869,1,,,,,,,
661181  2,12,40,No religion,Intibuca,Poorer,-52329,1,,,,,,,
661201  2,2,48,Evangelical / Protestant,Intibuca,Middle,-839,1,,,,,,,
662 31  2,14,35,Catholic,Intibuca,Richer,107996,1,,,,,,,
662 71  1,16,33,Evangelical / Protestant,Intibuca,Richest,181701,1,,,,,,,
662101  2,3,29,Catholic,Intibuca,Middle,-6012,1,,,,,,,
662111  2,10,28,Evangelical / Protestant,Intibuca,Middle,-3038,1,,,,,,,
662141  2,12,23,No religion,Intibuca,Middle,17909,1,,,,,,,
662151  2,4,32,Catholic,Intibuca,Middle,28931,1,,,,,,,
662161  1,6,38,Catholic,Intibuca,Richer,113069,1,,,,,,,
663 31  2,16,49,Catholic,Intibuca,Richest,153364,1,,,,,,,
663 41  1,7,30,Catholic,Intibuca,Richer,75648,1,,,,,,,
663 71  1,12,40,Other,Intibuca,Richer,88656,1,,,,,,,
663 91  1,12,49,Evangelical / Protestant,Intibuca,Richer,80557,1,,,,,,,
663 91  4,3,25,Evangelical / Protestant,Intibuca,Richer,80557,1,,,,,,,
663101  2,17,30,Evangelical / Protestant,Intibuca,Richest,145267,1,,,,,,,
663111  3,9,16,Evangelical / Protestant,Intibuca,Richest,122857,1,,,,,,,
663131  5,9,38,Catholic,Intibuca,Middle,16165,1,,,,,,,
663151  2,11,21,Evangelical / Protestant,Intibuca,Richest,135306,1,,,,,,,
663181  2,12,21,Evangelical / Protestant,Intibuca,Richer,112167,1,,,,,,,
663201  2,9,29,No religion,Intibuca,Richest,132289,1,,,,,,,
664 31  3,10,27,Catholic,Intibuca,Richer,79530,1,,,,,,,
664 31  6,2,31,Catholic,Intibuca,Richer,79530,1,,,,,,,
664 51  2,12,34,Catholic,Intibuca,Richer,49423,1,,,,,,,
664 61  1,6,27,Evangelical / Protestant,Intibuca,Poorer,-56293,1,,,,,,,
664 71  2,14,30,Catholic,Intibuca,Poorer,-75686,1,,,,,,,
664 91  2,15,37,No religion,Intibuca,Richest,178998,1,,,,,,,
664131  2,6,29,Evangelical / Protestant,Intibuca,Poorer,-45849,1,,,,,,,
664151  6,17,25,Catholic,Intibuca,Richest,139811,1,,,,,,,
664161  1,3,49,Catholic,Intibuca,Poorer,-80022,1,,,,,,,
664171  2,4,27,Catholic,Intibuca,Middle,-14359,1,,,,,,,
664191  1,0,48,Evangelical / Protestant,Intibuca,Middle,-27419,1,,,,,,,
664191  3,12,23,Evangelical / Protestant,Intibuca,Middle,-27419,1,,,,,,,
665 21  2,9,41,Catholic,Intibuca,Middle,23596,1,,,,,,,
665 41  2,12,36,Catholic,Intibuca,Richer,108651,1,,,,,,,
665 51  1,11,27,Catholic,Intibuca,Richest,131151,1,,,,,,,
665 81  2,12,36,Catholic,Intibuca,Middle,40183,1,,,,,,,
665101  2,12,25,Catholic,Intibuca,Richest,129186,1,,,,,,,
665111  2,6,39,Catholic,Intibuca,Richer,54504,1,,,,,,,
665121  2,12,32,No religion,Intibuca,Richest,169532,1,,,,,,,
665151  1,16,49,Catholic,Intibuca,Richest,151647,1,,,,,,,
665171  2,16,35,Catholic,Intibuca,Richest,150084,1,,,,,,,
665181  5,12,20,Catholic,Intibuca,Richest,148217,1,,,,,,,
665181  7,11,19,Evangelical / Protestant,Intibuca,Richest,148217,1,,,,,,,
665191  2,12,35,Catholic,Intibuca,Richest,136344,1,,,,,,,
665202  2,16,32,Evangelical / Protestant,Intibuca,Richer,75998,1,,,,,,,
666 11  1,12,31,Catholic,Intibuca,Middle,8628,1,,,,,,,
666 21  2,3,33,Catholic,Intibuca,Middle,927,1,,,,,,,
666 21  8,0,18,Catholic,Intibuca,Middle,927,1,,,,,,,
666 31  2,9,37,Evangelical / Protestant,Intibuca,Richer,103727,1,,,,,,,
666 51  2,9,37,Catholic,Intibuca,Middle,22480,1,,,,,,,
666 61  1,6,36,Evangelical / Protestant,Intibuca,Middle,-15629,1,,,,,,,
666 71  2,9,33,Evangelical / Protestant,Intibuca,Middle,-19302,1,,,,,,,
666 81  1,7,32,Catholic,Intibuca,Richer,65178,1,,,,,,,
666 91  2,6,49,Catholic,Intibuca,Middle,43075,1,,,,,,,
666121  2,7,27,Evangelical / Protestant,Intibuca,Poorer,-44037,1,,,,,,,
666131  2,6,19,Catholic,Intibuca,Poorer,-34085,1,,,,,,,
666141  2,1,36,Catholic,Intibuca,Poorer,-65577,1,,,,,,,
666151  2,6,39,Evangelical / Protestant,Intibuca,Poorer,-66750,1,,,,,,,
666161  1,6,40,Catholic,Intibuca,Poorer,-49799,1,,,,,,,
666191  2,9,29,Evangelical / Protestant,Intibuca,Middle,-706,1,,,,,,,
666192  2,7,25,Evangelical / Protestant,Intibuca,Middle,-24527,1,,,,,,,
666202  1,6,32,Catholic,Intibuca,Poorest,-105852,1,,,,,,,
667 11  1,8,47,Catholic,Intibuca,Richest,150242,1,,,,,,,
667 11  5,9,19,Evangelical / Protestant,Intibuca,Richest,150242,1,,,,,,,
667 21  1,12,43,Evangelical / Protestant,Intibuca,Richest,143179,1,,,,,,,
667 31  3,13,24,Catholic,Intibuca,Richest,188966,1,,,,,,,
667 41  2,4,39,Catholic,Intibuca,Poorer,-57477,1,,,,,,,
667 71  2,6,44,Catholic,Intibuca,Middle,-10429,1,,,,,,,
667 81  2,8,19,Catholic,Intibuca,Middle,-22017,1,,,,,,,
667 91  2,16,43,No religion,Intibuca,Richer,110625,1,,,,,,,
667101  2,18,40,Catholic,Intibuca,Richest,152055,1,,,,,,,
667121  2,0,42,Catholic,Intibuca,Poorest,-95872,1,,,,,,,
667131  2,6,26,Catholic,Intibuca,Poorer,-58181,1,,,,,,,
667141  4,5,34,Catholic,Intibuca,Richest,177655,1,,,,,,,
667161  1,6,23,No religion,Intibuca,Middle,34647,1,,,,,,,
667161  4,6,16,Catholic,Intibuca,Middle,34647,1,,,,,,,
668 11  1,12,46,Catholic,Intibuca,Middle,8828,1,,,,,,,
668 31  2,3,33,Catholic,Intibuca,Poorer,-78355,1,,,,,,,
668 41  2,6,34,Evangelical / Protestant,Intibuca,Middle,4569,1,,,,,,,
668 51  1,9,30,Evangelical / Protestant,Intibuca,Poorer,-47815,1,,,,,,,
668101  1,6,46,Catholic,Intibuca,Richer,61289,1,,,,,,,
668111  2,15,23,Evangelical / Protestant,Intibuca,Poorest,-111216,1,,,,,,,
668131  7,15,23,Catholic,Intibuca,Middle,-29954,1,,,,,,,
668141  2,6,29,Evangelical / Protestant,Intibuca,Poorer,-43434,1,,,,,,,
668151  1,5,34,Catholic,Intibuca,Poorer,-70865,1,,,,,,,
668161  6,11,21,Catholic,Intibuca,Poorer,-54619,1,,,,,,,
668171  2,1,49,Catholic,Intibuca,Poorer,-60912,1,,,,,,,
668181  2,1,35,Catholic,Intibuca,Poorer,-53394,1,,,,,,,
668201  2,10,32,Catholic,Intibuca,Middle,23468,1,,,,,,,
669 11  2,9,26,Catholic,Intibuca,Richer,59830,1,,,,,,,
669 31  2,12,38,Catholic,Intibuca,Richer,85214,1,,,,,,,
669 41  2,11,26,Evangelical / Protestant,Intibuca,Middle,30326,1,,,,,,,
669 61  2,0,41,Catholic,Intibuca,Poorer,-65784,1,,,,,,,
669 81  2,3,27,Catholic,Intibuca,Poorest,-134002,1,,,,,,,
669 91  1,4,49,Catholic,Intibuca,Poorest,-108341,1,,,,,,,
669101  2,6,31,Catholic,Intibuca,Middle,4155,1,,,,,,,
669111  1,1,27,Evangelical / Protestant,Intibuca,Poorer,-85454,1,,,,,,,
669121  2,11,28,Catholic,Intibuca,Middle,-18788,1,,,,,,,
669151  2,3,32,Evangelical / Protestant,Intibuca,Poorer,-33859,1,,,,,,,
669181  4,6,27,Catholic,Intibuca,Middle,-12877,1,,,,,,,
669201  1,6,49,Evangelical / Protestant,Intibuca,Middle,30664,1,,,,,,,
670 11  2,5,27,No religion,Intibuca,Poorer,-90192,0,,,,,,,
670 41  2,4,49,Evangelical / Protestant,Intibuca,Poorer,-77203,0,,,,,,,
670 41  7,6,24,Evangelical / Protestant,Intibuca,Poorer,-77203,0,,,,,,,
670 51  2,6,32,Catholic,Intibuca,Poorest,-134664,0,,,,,,,
670 71  2,6,41,Evangelical / Protestant,Intibuca,Poorest,-115001,0,,,,,,,
670 81  2,6,31,Catholic,Intibuca,Poorer,-63646,0,,,,,,,
670 91  2,2,33,Evangelical / Protestant,Intibuca,Poorer,-81672,0,,,,,,,
670101  2,6,31,Catholic,Intibuca,Poorest,-114432,0,,,,,,,
670111  2,6,44,Evangelical / Protestant,Intibuca,Poorer,-76530,0,,,,,,,
670121  2,2,41,Evangelical / Protestant,Intibuca,Poorest,-105366,0,,,,,,,
670131  2,6,33,Evangelical / Protestant,Intibuca,Middle,-23829,0,,,,,,,
670141  8,6,20,Evangelical / Protestant,Intibuca,Poorest,-131139,0,,,,,,,
670161  2,6,21,Evangelical / Protestant,Intibuca,Poorer,-73010,0,,,,,,,
670171  2,9,47,Evangelical / Protestant,Intibuca,Poorest,-95793,0,,,,,,,
670171  6,14,20,Evangelical / Protestant,Intibuca,Poorest,-95793,0,,,,,,,
670181  2,5,23,Evangelical / Protestant,Intibuca,Poorest,-120052,0,,,,,,,
671 11  2,6,33,Catholic,Intibuca,Poorer,-89642,0,,,,,,,
671 31  1,9,42,Evangelical / Protestant,Intibuca,Middle,44942,0,,,,,,,
671 71  1,6,31,Catholic,Intibuca,Poorer,-64066,0,,,,,,,
671 81  4,10,17,Catholic,Intibuca,Middle,-22345,0,,,,,,,
671 91  2,6,25,Catholic,Intibuca,Poorer,-67276,0,,,,,,,
671101  3,6,23,Catholic,Intibuca,Poorer,-57443,0,,,,,,,
671121  2,3,46,Catholic,Intibuca,Poorer,-51137,0,,,,,,,
671141  1,6,42,Catholic,Intibuca,Poorest,-98370,0,,,,,,,
671141  5,6,18,Catholic,Intibuca,Poorest,-98370,0,,,,,,,
671151  2,6,37,Catholic,Intibuca,Poorest,-117931,0,,,,,,,
671161  1,12,42,Catholic,Intibuca,Richer,109418,0,,,,,,,
671171  1,6,47,Catholic,Intibuca,Richer,105358,0,,,,,,,
671181  1,6,41,Catholic,Intibuca,Poorer,-35273,0,,,,,,,
671181  2,8,16,Catholic,Intibuca,Poorer,-35273,0,,,,,,,
671201  1,6,44,Catholic,Intibuca,Richer,90830,0,,,,,,,
672 11  3,6,17,Catholic,Intibuca,Poorest,-107208,0,,,,,,,
672 41  2,6,46,Evangelical / Protestant,Intibuca,Poorest,-114095,0,,,,,,,
672 41  7,6,25,Evangelical / Protestant,Intibuca,Poorest,-114095,0,,,,,,,
672 51  2,0,45,Catholic,Intibuca,Poorest,-116896,0,,,,,,,
672 61  2,6,30,Catholic,Intibuca,Poorest,-136717,0,,,,,,,
672 71  2,6,26,Evangelical / Protestant,Intibuca,Poorest,-99616,0,,,,,,,
672101  5,6,29,Catholic,Intibuca,Poorest,-119559,0,,,,,,,
672131  2,6,28,Catholic,Intibuca,Poorest,-126343,0,,,,,,,
672141  1,6,32,Evangelical / Protestant,Intibuca,Poorer,-86455,0,,,,,,,
672171  1,6,32,Catholic,Intibuca,Poorest,-112580,0,,,,,,,
672191  2,2,28,Catholic,Intibuca,Poorest,-124836,0,,,,,,,
673 21  1,4,20,Catholic,Intibuca,Poorest,-115199,0,,,,,,,
673 31  2,3,28,Catholic,Intibuca,Poorest,-116137,0,,,,,,,
673 41  2,5,44,Catholic,Intibuca,Poorest,-122821,0,,,,,,,
673 51  2,4,49,Catholic,Intibuca,Poorest,-96596,0,,,,,,,
673 71  8,0,23,Evangelical / Protestant,Intibuca,Poorest,-137685,0,,,,,,,
673 72  1,0,37,No religion,Intibuca,Poorest,-130950,0,,,,,,,
673 72  4,2,18,Evangelical / Protestant,Intibuca,Poorest,-130950,0,,,,,,,
673 91  2,3,39,Evangelical / Protestant,Intibuca,Poorest,-111567,0,,,,,,,
673111  3,1,42,Evangelical / Protestant,Intibuca,Poorest,-124621,0,,,,,,,
673131  2,2,46,Evangelical / Protestant,Intibuca,Poorest,-113514,0,,,,,,,
673141  2,2,44,Evangelical / Protestant,Intibuca,Poorest,-128910,0,,,,,,,
673171  2,6,22,Catholic,Intibuca,Poorer,-56805,0,,,,,,,
673181  2,3,31,Catholic,Intibuca,Poorest,-115706,0,,,,,,,
674 11  2,0,39,Catholic,Intibuca,Poorest,-124628,0,,,,,,,
674 21  6,3,19,Catholic,Intibuca,Poorest,-107867,0,,,,,,,
674 21  8,6,30,Catholic,Intibuca,Poorest,-107867,0,,,,,,,
674 31  2,6,47,Catholic,Intibuca,Poorest,-106166,0,,,,,,,
674 41  8,6,19,Catholic,Intibuca,Poorer,-83475,0,,,,,,,
674 41 10,11,25,Catholic,Intibuca,Poorer,-83475,0,,,,,,,
674 51  2,3,37,Catholic,Intibuca,Poorer,-89155,0,,,,,,,
674 61  4,6,24,Catholic,Intibuca,Poorer,-91587,0,,,,,,,
674 71  2,5,34,Catholic,Intibuca,Poorer,-34183,0,,,,,,,
674 81  7,15,21,Catholic,Intibuca,Poorer,-74431,0,,,,,,,
674 91  2,6,36,Catholic,Intibuca,Poorer,-79358,0,,,,,,,
674101  2,4,29,Catholic,Intibuca,Poorest,-126132,0,,,,,,,
674111  2,3,38,Catholic,Intibuca,Poorest,-118729,0,,,,,,,
674131  2,5,44,Catholic,Intibuca,Poorest,-110530,0,,,,,,,
674141  2,5,47,Catholic,Intibuca,Poorest,-146248,0,,,,,,,
674141  8,5,17,Evangelical / Protestant,Intibuca,Poorest,-146248,0,,,,,,,
674161  2,6,45,Catholic,Intibuca,Poorest,-112028,0,,,,,,,
674171  2,4,39,Catholic,Intibuca,Poorest,-118002,0,,,,,,,
674181  2,6,44,Catholic,Intibuca,Poorer,-89762,0,,,,,,,
674201  7,6,27,Catholic,Intibuca,Poorest,-98990,0,,,,,,,
675 11  1,5,29,Evangelical / Protestant,Intibuca,Poorest,-114673,0,,,,,,,
675 21  1,0,39,Catholic,Intibuca,Poorest,-124318,0,,,,,,,
675 31  2,6,33,Catholic,Intibuca,Poorest,-134303,0,,,,,,,
675 51  2,6,22,Catholic,Intibuca,Poorest,-120391,0,,,,,,,
675 61  2,6,29,Catholic,Intibuca,Poorest,-122876,0,,,,,,,
675 71  2,6,28,Catholic,Intibuca,Poorest,-137126,0,,,,,,,
675 81  1,0,36,Catholic,Intibuca,Poorer,-46367,0,,,,,,,
675101  8,15,21,Catholic,Intibuca,Poorer,-67541,0,,,,,,,
675112  2,6,44,No religion,Intibuca,Poorest,-119753,0,,,,,,,
675121  2,1,30,Catholic,Intibuca,Poorest,-129914,0,,,,,,,
675131  2,0,38,Catholic,Intibuca,Poorest,-109776,0,,,,,,,
675151  2,3,30,Catholic,Intibuca,Poorest,-150984,0,,,,,,,
675161  1,6,25,Catholic,Intibuca,Poorer,-54835,0,,,,,,,
675171  1,2,36,Catholic,Intibuca,Poorest,-94909,0,,,,,,,
675182  2,6,18,No religion,Intibuca,Poorer,-85642,0,,,,,,,
675191  1,0,30,Catholic,Intibuca,Poorest,-100348,0,,,,,,,
675201  2,0,46,Evangelical / Protestant,Intibuca,Poorest,-118186,0,,,,,,,
676 11  2,6,26,Catholic,Intibuca,Poorest,-113499,0,,,,,,,
676 21  2,6,27,Catholic,Intibuca,Poorest,-95678,0,,,,,,,
676 41  2,6,28,Catholic,Intibuca,Middle,10836,0,,,,,,,
676 51  2,3,39,Catholic,Intibuca,Poorest,-118369,0,,,,,,,
676 61  2,6,35,Catholic,Intibuca,Poorest,-111106,0,,,,,,,
676 71  2,4,23,Evangelical / Protestant,Intibuca,Poorest,-118655,0,,,,,,,
676 81  2,3,45,Evangelical / Protestant,Intibuca,Poorest,-119973,0,,,,,,,
676101  2,3,35,Evangelical / Protestant,Intibuca,Poorest,-121325,0,,,,,,,
676121  2,6,35,Catholic,Intibuca,Poorest,-116730,0,,,,,,,
676131  2,6,31,Catholic,Intibuca,Poorest,-132522,0,,,,,,,
676141  1,6,29,Catholic,Intibuca,Middle,3408,0,,,,,,,
676171  2,5,44,Catholic,Intibuca,Poorest,-131457,0,,,,,,,
676171  8,6,17,Catholic,Intibuca,Poorest,-131457,0,,,,,,,
676191  1,6,31,Catholic,Intibuca,Poorest,-125708,0,,,,,,,
676192  1,6,28,Catholic,Intibuca,Poorest,-132944,0,,,,,,,
676201  3,6,25,No religion,Intibuca,Poorer,-73199,0,,,,,,,
676201  4,6,18,Catholic,Intibuca,Poorer,-73199,0,,,,,,,
677 41  1,6,29,No religion,Intibuca,Poorer,-71022,0,,,,,,,
677 51  1,6,37,Evangelical / Protestant,Intibuca,Poorer,-46100,0,,,,,,,
677 51  6,7,18,Catholic,Intibuca,Poorer,-46100,0,,,,,,,
677 61  2,5,32,No religion,Intibuca,Poorer,-73013,0,,,,,,,
677 71  3,6,32,Catholic,Intibuca,Poorer,-50684,0,,,,,,,
677 81  2,4,34,Catholic,Intibuca,Poorer,-65690,0,,,,,,,
677101  1,6,37,Catholic,Intibuca,Middle,14999,0,,,,,,,
677141  4,12,22,Catholic,Intibuca,Poorer,-36309,0,,,,,,,
677151  2,0,35,Catholic,Intibuca,Poorest,-107954,0,,,,,,,
677151  8,6,20,Catholic,Intibuca,Poorest,-107954,0,,,,,,,
677161  2,6,40,Catholic,Intibuca,Poorer,-57032,0,,,,,,,
677181  2,0,48,Catholic,Intibuca,Poorest,-94383,0,,,,,,,
678 21  2,3,42,Evangelical / Protestant,Intibuca,Poorer,-86573,0,,,,,,,
678 31  2,6,47,Catholic,Intibuca,Poorer,-70666,0,,,,,,,
678 31  8,12,28,Catholic,Intibuca,Poorer,-70666,0,,,,,,,
678 41  3,6,41,Catholic,Intibuca,Poorer,-64543,0,,,,,,,
678 61  2,6,32,Catholic,Intibuca,Poorest,-99694,0,,,,,,,
678 71  2,6,28,Catholic,Intibuca,Poorest,-108582,0,,,,,,,
678 91  2,6,32,Catholic,Intibuca,Poorer,-81125,0,,,,,,,
678111  2,6,38,Catholic,Intibuca,Poorest,-106982,0,,,,,,,
678121  2,4,48,Catholic,Intibuca,Poorer,-85995,0,,,,,,,
678151  2,3,31,Catholic,Intibuca,Poorest,-100836,0,,,,,,,
678161  2,0,36,Catholic,Intibuca,Poorest,-126523,0,,,,,,,
678171  2,4,31,Catholic,Intibuca,Poorest,-104159,0,,,,,,,
678181  2,4,31,Catholic,Intibuca,Poorer,-82215,0,,,,,,,
678201  2,6,35,Catholic,Intibuca,Poorer,-59177,0,,,,,,,
679 21  2,16,31,Evangelical / Protestant,Intibuca,Middle,44159,0,,,,,,,
679 31  5,5,26,Evangelical / Protestant,Intibuca,Poorest,-101446,0,,,,,,,
679 51  2,1,48,Catholic,Intibuca,Poorer,-80073,0,,,,,,,
679 61  2,2,45,Evangelical / Protestant,Intibuca,Poorer,-56929,0,,,,,,,
679 71  2,3,39,Catholic,Intibuca,Poorest,-123254,0,,,,,,,
679 81  2,4,25,No religion,Intibuca,Poorest,-103285,0,,,,,,,
679 91  2,4,40,Catholic,Intibuca,Poorest,-118567,0,,,,,,,
679101  2,5,30,Evangelical / Protestant,Intibuca,Poorest,-100207,0,,,,,,,
679131  1,0,45,Catholic,Intibuca,Poorest,-146715,0,,,,,,,
679141  2,6,31,Catholic,Intibuca,Poorest,-106300,0,,,,,,,
679151  2,3,37,Catholic,Intibuca,Poorest,-163044,0,,,,,,,
679161  2,3,26,Catholic,Intibuca,Poorest,-143698,0,,,,,,,
679171  1,6,39,Catholic,Intibuca,Poorest,-129846,0,,,,,,,
679191  4,4,29,Evangelical / Protestant,Intibuca,Poorer,-89489,0,,,,,,,
679201  6,6,24,Catholic,Intibuca,Poorest,-113494,0,,,,,,,
680 11  2,0,40,Catholic,Intibuca,Poorest,-126082,0,,,,,,,
680 31  2,0,44,Catholic,Intibuca,Poorest,-113472,0,,,,,,,
680 61  2,12,28,Evangelical / Protestant,Intibuca,Poorer,-39224,0,,,,,,,
680 81  2,6,31,Evangelical / Protestant,Intibuca,Richer,90758,0,,,,,,,
680 91  2,4,27,Catholic,Intibuca,Poorest,-119743,0,,,,,,,
680101  2,4,25,Catholic,Intibuca,Poorest,-142681,0,,,,,,,
680121  3,0,42,No religion,Intibuca,Poorest,-133653,0,,,,,,,
680131  2,0,34,Catholic,Intibuca,Poorest,-149858,0,,,,,,,
680141  2,6,30,Catholic,Intibuca,Poorest,-139753,0,,,,,,,
680151  1,1,33,No religion,Intibuca,Poorest,-146330,0,,,,,,,
680161  2,2,46,Catholic,Intibuca,Poorest,-106672,0,,,,,,,
680171  1,1,27,Catholic,Intibuca,Poorest,-129997,0,,,,,,,
680191  2,4,39,Catholic,Intibuca,Poorest,-142211,0,,,,,,,
681 11  2,3,38,Catholic,Intibuca,Poorest,-136950,0,,,,,,,
681 21  2,1,44,Catholic,Intibuca,Poorest,-112086,0,,,,,,,
681 31  1,5,18,Catholic,Intibuca,Poorest,-129832,0,,,,,,,
681 41  2,2,36,Catholic,Intibuca,Poorest,-121985,0,,,,,,,
681 81  2,2,27,Catholic,Intibuca,Poorest,-109622,0,,,,,,,
681 91  2,3,39,Catholic,Intibuca,Poorest,-100386,0,,,,,,,
681101  2,5,26,Catholic,Intibuca,Poorest,-143938,0,,,,,,,
681121  2,3,26,Catholic,Intibuca,Poorest,-118470,0,,,,,,,
681131  2,3,48,Catholic,Intibuca,Poorest,-145188,0,,,,,,,
681131  6,5,20,Catholic,Intibuca,Poorest,-145188,0,,,,,,,
681141  2,4,26,Catholic,Intibuca,Poorest,-120916,0,,,,,,,
681151  2,3,26,Catholic,Intibuca,Poorest,-123343,0,,,,,,,
681161  2,0,44,Catholic,Intibuca,Poorest,-114263,0,,,,,,,
681171  1,6,30,Catholic,Intibuca,Poorest,-142597,0,,,,,,,
681191  2,6,36,Evangelical / Protestant,Intibuca,Poorest,-113544,0,,,,,,,
681201  5,6,18,Catholic,Intibuca,Poorest,-108234,0,,,,,,,
682 21  2,6,25,Catholic,Intibuca,Poorer,-90302,0,,,,,,,
682 41  6,15,26,Catholic,Intibuca,Poorer,-78047,0,,,,,,,
682 51  2,4,36,Catholic,Intibuca,Poorest,-114590,0,,,,,,,
682 71  2,6,21,Catholic,Intibuca,Poorer,-68568,0,,,,,,,
682101  2,0,47,Catholic,Intibuca,Poorer,-77116,0,,,,,,,
682121  2,2,32,Catholic,Intibuca,Poorest,-121272,0,,,,,,,
682131  2,6,34,Catholic,Intibuca,Poorer,-60996,0,,,,,,,
682141  2,6,33,Catholic,Intibuca,Poorest,-110598,0,,,,,,,
682151  2,6,34,Catholic,Intibuca,Middle,-30585,0,,,,,,,
